country,country_code,year,predicted_population
Greece,GRC,2026,10020164.718063634
Greece,GRC,2027,9951025.581508994
Greece,GRC,2028,9884353.710112883
Greece,GRC,2029,9820105.410997149
Greece,GRC,2030,9758238.746907867
Greece,GRC,2031,9698713.490551729
Greece,GRC,2032,9641491.080957474
Greece,GRC,2033,9586534.581796017
Grenada,GRD,2024,116321.3086
Grenada,GRD,2025,115588.48435582001
Grenada,GRD,2026,114848.71805594277
Grenada,GRD,2027,114102.20138857914
Grenada,GRD,2028,113349.12685941451
Grenada,GRD,2029,112589.68770945643
Grenada,GRD,2030,111824.07783303212
Grenada,GRD,2031,111052.4916959842
Grenada,GRD,2032,110275.1242541123
Grenada,GRD,2033,109492.1708719081
Guatemala,GTM,2024,18157415.623800002
Guatemala,GTM,2025,18184651.747235704
Guatemala,GTM,2026,18206473.32933239
Guatemala,GTM,2027,18222859.155328788
Guatemala,GTM,2028,18233792.870821983
Guatemala,GTM,2029,18239263.008683227
Guatemala,GTM,2030,18239263.008683227
Guatemala,GTM,2031,18233791.22978062
Guatemala,GTM,2032,18222850.955042753
Guatemala,GTM,2033,18206450.389183216
Guinea,GIN,2024,14699294.6496
Guinea,GIN,2025,14987400.82473216
Guinea,GIN,2026,15269163.960237123
Guinea,GIN,2027,15544008.911521392
Guinea,GIN,2028,15811365.864799557
Guinea,GIN,2029,16070672.26498227
Guinea,GIN,2030,16321374.752315994
Guinea,GIN,2031,16562931.09865027
Guinea,GIN,2032,16794812.134031374
Guinea,GIN,2033,17016503.654200587
Guinea-Bissau,GNB,2024,2189251.9764
Guinea-Bissau,GNB,2025,2224280.0080224
Guinea-Bissau,GNB,2026,2258311.492145143
Guinea-Bissau,GNB,2027,2291282.8399304617
Guinea-Bissau,GNB,2028,2323131.671405495
Guinea-Bissau,GNB,2029,2353797.0094680474
Guinea-Bissau,GNB,2030,2383219.472086398
Guinea-Bissau,GNB,2031,2411341.4618570176
Guinea-Bissau,GNB,2032,2438107.3520836304
Guinea-Bissau,GNB,2033,2463463.6685453
Guyana,GUY,2024,828623.668
Guyana,GUY,2025,830695.2271699999
Guyana,GUY,2026,832522.7566697738
Guyana,GUY,2027,834104.5499074464
Guyana,GUY,2028,835439.1171872984
Guyana,GUY,2029,836525.188039642
Guyana,GUY,2030,837361.7132276817
Guyana,GUY,2031,837947.866426941
Guyana,GUY,2032,838283.0455735117
Guyana,GUY,2033,838366.8738780691
Haiti,HTI,2024,11697866.230400002
Haiti,HTI,2025,11754015.98830592
Haiti,HTI,2026,11805733.658654466
Haiti,HTI,2027,11852956.593289085
Haiti,HTI,2028,11895627.237024926
Haiti,HTI,2029,11933693.244183406
Haiti,HTI,2030,11967107.58526712
Haiti,HTI,2031,11995828.643471759
Haiti,HTI,2032,12019820.300758703
Haiti,HTI,2033,12039052.013239916
Honduras,HND,2024,10685252.2476
Honduras,HND,2025,10723719.155691361
Honduras,HND,2026,10760179.800820712
Honduras,HND,2027,10794612.376183338
Honduras,HND,2028,10826996.213311886
Honduras,HND,2029,10857311.802709159
Honduras,HND,2030,10885540.813396202
Honduras,HND,2031,10911666.111348353
Honduras,HND,2032,10935671.77679332
Honduras,HND,2033,10957543.120346906
Hong Kong,HKG,2024,7340721.2018
Hong Kong,HKG,2025,7240887.393455519
Hong Kong,HKG,2026,7143135.4136438705
Hong Kong,HKG,2027,7047417.399101043
Hong Kong,HKG,2028,6953686.747692999
Hong Kong,HKG,2029,6861898.082623452
Hong Kong,HKG,2030,6772007.217741084
Hong Kong,HKG,2031,6683971.12391045
Hong Kong,HKG,2032,6597747.896412006
Hong Kong,HKG,2033,6513296.723337932
Hungary,HUN,2024,9621518.9994
Hungary,HUN,2025,9551281.91070438
Hungary,HUN,2026,9475826.783609815
Hungary,HUN,2027,9395282.255949132
Hungary,HUN,2028,9309785.187419996
Hungary,HUN,2029,9219480.27110202
Hungary,HUN,2030,9124519.62430967
Hungary,HUN,2031,9025062.360404694
Hungary,HUN,2032,8921274.143260041
Hungary,HUN,2033,8813326.726126594
Iceland,ISL,2024,385158.1158
Iceland,ISL,2025,382616.07223572
Iceland,ISL,2026,379899.4981228464
Iceland,ISL,2027,377012.2619371128
Iceland,ISL,2028,373958.46261542215
Iceland,ISL,2029,370742.4198369295
Iceland,ISL,2030,367368.66381641343
Iceland,ISL,2031,363841.92464377586
Iceland,ISL,2032,360167.1212048737
Iceland,ISL,2033,356349.34972010204
India,IND,2024,1436200049.598
India,IND,2025,1434189369.528563
India,IND,2026,1432038085.47427
India,IND,2027,1429746824.537511
India,IND,2028,1427316254.9357972
India,IND,2029,1424747085.6769128
India,IND,2030,1422040066.2141266
India,IND,2031,1419195986.0816984
India,IND,2032,1416215674.510927
India,IND,2033,1413100000.027003
Indonesia,IDN,2024,281218140.0021
Indonesia,IDN,2025,281190018.1880998
Indonesia,IDN,2026,281105661.18264335
Indonesia,IDN,2027,280965108.35205203
Indonesia,IDN,2028,280768432.7762056
Indonesia,IDN,2029,280515741.186707
Indonesia,IDN,2030,280207173.87140167
Indonesia,IDN,2031,279842904.54536885
Indonesia,IDN,2032,279423140.1885508
Indonesia,IDN,2033,278948120.8502302
Iran,IRN,2024,90246228.348
Iran,IRN,2025,89885243.434608
Iran,IRN,2026,89525702.46086957
Iran,IRN,2027,89167599.65102609
Iran,IRN,2028,88810929.25242198
Iran,IRN,2029,88455685.53541228
Iran,IRN,2030,88101862.79327063
Iran,IRN,2031,87749455.34209755
Iran,IRN,2032,87398457.52072915
Iran,IRN,2033,87048863.69064623
Iraq,IRQ,2024,45574331.51099999
Iraq,IRQ,2025,46061976.85816769
Iraq,IRQ,2026,46536415.21980682
Iraq,IRQ,2027,46997125.730482906
Iraq,IRQ,2028,47443598.424922496
Iraq,IRQ,2029,47875335.1705893
Iraq,IRQ,2030,48291850.58657342
Iraq,IRQ,2031,48692672.94644198
Iraq,IRQ,2032,49077345.06271887
Iraq,IRQ,2033,49445425.15068926
Ireland,IRL,2024,5171122.7286
Ireland,IRL,2025,5146301.33950272
Ireland,IRL,2026,5122113.723207057
Ireland,IRL,2027,5098552.000080305
Ireland,IRL,2028,5075608.516079944
Ireland,IRL,2029,5053275.8386091925
Ireland,IRL,2030,5031546.752503173
Ireland,IRL,2031,5010414.25614266
Ireland,IRL,2032,4989871.557692476
Ireland,IRL,2033,4969912.0714617055
Israel,ISR,2024,9313649.8182
Israel,ISR,2025,9361149.43227282
Israel,ISR,2026,9398594.03000191
Israel,ISR,2027,9425849.952688916
Israel,ISR,2028,9442816.482603757
Israel,ISR,2029,9449426.454141578
Israel,ISR,2030,9445646.68355992
Israel,ISR,2031,9431478.21353458
Israel,ISR,2032,9406956.37017939
Israel,ISR,2033,9372150.631609727
Italy,ITA,2024,58940113.5648
Italy,ITA,2025,58362500.45186496
Italy,ITA,2026,57767202.94725594
Italy,ITA,2027,57154870.59601502
Italy,ITA,2028,56526167.01945885
Italy,ITA,2029,55881768.715437025
Italy,ITA,2030,55222363.844594866
Italy,ITA,2031,54548651.005690806
Italy,ITA,2032,53861338.0030191
Italy,ITA,2033,53161140.60897985
Jamaica,JAM,2024,2818431.0325
Jamaica,JAM,2025,2797010.956653
Jamaica,JAM,2026,2775473.9722867715
Jamaica,JAM,2027,2753825.2753029345
Jamaica,JAM,2028,2732070.0556280413
Jamaica,JAM,2029,2710213.495183017
Jamaica,JAM,2030,2688260.7658720347
Jamaica,JAM,2031,2666217.027591884
Jamaica,JAM,2032,2644087.4262628714
Jamaica,JAM,2033,2621877.0918822633
Japan,JPN,2024,123201806.6058
Japan,JPN,2025,121982108.72040258
Japan,JPN,2026,120713494.7897104
Japan,JPN,2027,119397717.69650255
Japan,JPN,2028,118036583.71476242
Japan,JPN,2029,116631948.36855674
Japan,JPN,2030,115185712.20878664
Japan,JPN,2031,113699816.52129328
Japan,JPN,2032,112176238.97990796
Japan,JPN,2033,110616989.25808723
Jordan,JOR,2024,11496366.854999999
Jordan,JOR,2025,11549250.142532999
Jordan,JOR,2026,11597756.993131638
Jordan,JOR,2027,11641828.469705539
Jordan,JOR,2028,11681410.686502539
Jordan,JOR,2029,11716454.918562045
Jordan,JOR,2030,11746917.701350305
Jordan,JOR,2031,11772760.920293275
Jordan,JOR,2032,11793951.889949804
Jordan,JOR,2033,11810463.422595734
Kazakhstan,KAZ,2024,20506934.5481
Kazakhstan,KAZ,2025,20677142.104849227
Kazakhstan,KAZ,2026,20840491.527477536
Kazakhstan,KAZ,2027,20996795.21393362
Kazakhstan,KAZ,2028,21145872.45995255
Kazakhstan,KAZ,2029,21287549.805434227
Kazakhstan,KAZ,2030,21421661.369208463
Kazakhstan,KAZ,2031,21548049.17128679
Kazakhstan,KAZ,2032,21666563.44172887
Kazakhstan,KAZ,2033,21777062.91528169
Kenya,KEN,2024,55925545.9018
Kenya,KEN,2025,56490393.91540818
Kenya,KEN,2026,57032701.6969961
Kenya,KEN,2027,57551699.28243877
Kenya,KEN,2028,58046643.89626774
Kenya,KEN,2029,58516821.71182751
Kenya,KEN,2030,58961549.5568374
Kenya,KEN,2031,59380176.55869096
Kenya,KEN,2032,59772085.72397831
Kenya,KEN,2033,60136695.44689458
Kiribati,KIR,2024,133845.4388
Kiribati,KIR,2025,135170.50864412
Kiribati,KIR,2026,136468.14552710357
Kiribati,KIR,2027,137737.29928050563
Kiribati,KIR,2028,138976.93497403015
Kiribati,KIR,2029,140186.0343083042
Kiribati,KIR,2030,141363.59699649396
Kiribati,KIR,2031,142508.64213216555
Kiribati,KIR,2032,143620.20954079644
Kiribati,KIR,2033,144697.36111235243
Kuwait,KWT,2024,4810175.5284
Kuwait,KWT,2025,4780833.45767676
Kuwait,KWT,2026,4750714.206893397
Kuwait,KWT,2027,4719834.564548589
Kuwait,KWT,2028,4688211.672966113
Kuwait,KWT,2029,4655863.012422647
Kuwait,KWT,2030,4622806.385034447
Kuwait,KWT,2031,4589059.898423695
Kuwait,KWT,2032,4554641.949185518
Kuwait,KWT,2033,4519571.206176789
Kyrgyzstan,KGZ,2024,7122282.9843999995
Kyrgyzstan,KGZ,2025,7170714.508693919
Kyrgyzstan,KGZ,2026,7218758.295902167
Kyrgyzstan,KGZ,2027,7266402.100655122
Kyrgyzstan,KGZ,2028,7313633.714309379
Kyrgyzstan,KGZ,2029,7360440.97008096
Kyrgyzstan,KGZ,2030,7406811.74819247
Kyrgyzstan,KGZ,2031,7452733.981031262
Kyrgyzstan,KGZ,2032,7498195.658315553
Kyrgyzstan,KGZ,2033,7543184.832265447
Laos,LAO,2024,7686416.873999999
Laos,LAO,2025,7704864.274497598
Laos,LAO,2026,7720274.003046594
Laos,LAO,2027,7732626.4414514685
Laos,LAO,2028,7741905.593181211
Laos,LAO,2029,7748099.117655755
Laos,LAO,2030,7751198.357302817
Laos,LAO,2031,7751198.357302817
Laos,LAO,2032,7748097.877959896
Laos,LAO,2033,7741899.399657528
Latvia,LVA,2024,1865583.2096
Latvia,LVA,2025,1846554.26086208
Latvia,LVA,2026,1825318.886862166
Latvia,LVA,2027,1801954.8051103302
Latvia,LVA,2028,1776547.2423582745
Latvia,LVA,2029,1749188.414825957
Latvia,LVA,2030,1719976.9682983637
Latvia,LVA,2031,1689017.382868993
Latvia,LVA,2032,1656419.3473796216
Latvia,LVA,2033,1622297.1088236014
Lebanon,LBN,2024,5780374.1352
Lebanon,LBN,2025,5786154.509335201
Lebanon,LBN,2026,5790783.432942669
Lebanon,LBN,2027,5794257.903002434
Lebanon,LBN,2028,5796575.606163635
Lebanon,LBN,2029,5797734.921284867
Lebanon,LBN,2030,5797734.921284867
Lebanon,LBN,2031,5796575.37430061
Lebanon,LBN,2032,5794256.74415089
Lebanon,LBN,2033,5790780.1901044
Lesotho,LSO,2024,2324373.0024
Lesotho,LSO,2025,2336692.1793127204
Lesotho,LSO,2026,2348375.6402092837
Lesotho,LSO,2027,2359413.005718267
Lesotho,LSO,2028,2369794.422943427
Lesotho,LSO,2029,2379510.5800774954
Lesotho,LSO,2030,2388552.72028179
Lesotho,LSO,2031,2396912.6548027764
Lesotho,LSO,2032,2404582.775298145
Lesotho,LSO,2033,2411556.0653465097
Liberia,LBR,2024,5590756.0618
Liberia,LBR,2025,5686357.990456781
Liberia,LBR,2026,5779614.261500272
Liberia,LBR,2027,5870354.205405827
Liberia,LBR,2028,5958409.518486915
Liberia,LBR,2029,6043614.774601278
Liberia,LBR,2030,6125807.935535856
Liberia,LBR,2031,6204830.857904269
Liberia,LBR,2032,6280529.794370702
Liberia,LBR,2033,6352755.887005965
Libya,LBY,2024,7321683.3442
Libya,LBY,2025,7334862.37421956
Libya,LBY,2026,7345131.181543468
Libya,LBY,2027,7352476.31272501
Libya,LBY,2028,7356887.798512645
Libya,LBY,2029,7358359.176072347
Libya,LBY,2030,7356887.504237133
Libya,LBY,2031,7352473.37173459
Libya,LBY,2032,7345120.898362855
Libya,LBY,2033,7334837.7291051475
Liechtenstein,LIE,2024,39356.343
Liechtenstein,LIE,2025,39143.8187478
Liechtenstein,LIE,2026,38936.356508436664
Liechtenstein,LIE,2027,38733.88745459279
Liechtenstein,LIE,2028,38536.34462857437
Liechtenstein,LIE,2029,38343.6629054315
Liechtenstein,LIE,2030,38155.77895719488
Liechtenstein,LIE,2031,37972.631218200346
Liechtenstein,LIE,2032,37794.159851474804
Liechtenstein,LIE,2033,37620.30671615802
Lithuania,LTU,2024,2826376.6083
Lithuania,LTU,2025,2796982.29157368
Lithuania,LTU,2026,2765935.788137212
Lithuania,LTU,2027,2733297.7458371925
Lithuania,LTU,2028,2699131.5240142276
Lithuania,LTU,2029,2663502.9878972396
Lithuania,LTU,2030,2626480.296365468
Lithuania,LTU,2031,2588133.684038532
Lithuania,LTU,2032,2548535.2386727426
Lithuania,LTU,2033,2507758.6748539787
Luxembourg,LUX,2024,660469.0998
Luxembourg,LUX,2025,655977.90992136
Luxembourg,LUX,2026,651582.8579248869
Luxembourg,LUX,2027,647282.4110625826
Luxembourg,LUX,2028,643075.0753906759
Luxembourg,LUX,2029,638959.3949081756
Luxembourg,LUX,2030,634933.9507202541
Luxembourg,LUX,2031,630997.3602257886
Luxembourg,LUX,2032,627148.2763284112
Luxembourg,LUX,2033,623385.3866704407
Madagascar,MDG,2024,31757410.93
Madagascar,MDG,2025,32306814.139089003
Madagascar,MDG,2026,32843107.253797878
Madagascar,MDG,2027,33365312.659133263
Madagascar,MDG,2028,33872465.411552094
Madagascar,MDG,2029,34363616.1600196
Madagascar,MDG,2030,34837834.06302787
Madagascar,MDG,2031,35294209.68925355
Madagascar,MDG,2032,35731857.88940029
Madagascar,MDG,2033,36149920.62670627
Malawi,MWI,2024,21416771.5048
Malawi,MWI,2025,21718747.98301768
Malawi,MWI,2026,22009779.205990117
Malawi,MWI,2027,22289303.40190619
Malawi,MWI,2028,22556775.042729065
Malawi,MWI,2029,22811666.600711904
Malawi,MWI,2030,23053470.26667945
Malawi,MWI,2031,23281699.62231958
Malawi,MWI,2032,23495891.258844916
Malawi,MWI,2033,23695606.3345451
Malaysia,MYS,2024,34933054.6305
Malaysia,MYS,2025,34740922.83003225
Malaysia,MYS,2026,34549847.75446708
Malaysia,MYS,2027,34359823.59181751
Malaysia,MYS,2028,34170844.56206252
Malaysia,MYS,2029,33982904.91697118
Malaysia,MYS,2030,33795998.93992784
Malaysia,MYS,2031,33610120.94575824
Malaysia,MYS,2032,33425265.28055657
Malaysia,MYS,2033,33241426.32151351
Maldives,MDV,2024,523220.034
Maldives,MDV,2025,520499.2898232
Maldives,MDV,2026,517792.6935161193
Maldives,MDV,2027,515100.1715098355
Maldives,MDV,2028,512421.65061798436
Maldives,MDV,2029,509757.05803477083
Maldives,MDV,2030,507106.32133299
Maldives,MDV,2031,504469.3684620585
Maldives,MDV,2032,501846.1277460558
Maldives,MDV,2033,499236.5278817763
Mali,MLI,2024,24584360.4783
Mali,MLI,2025,25407936.554323055
Mali,MLI,2026,26238776.07964942
Mali,MLI,2027,27075793.036590237
Mali,MLI,2028,27917850.200028192
Mali,MLI,2029,28763761.061089046
Mali,MLI,2030,29612292.012391176
Mali,MLI,2031,30462164.7931468
Mali,MLI,2032,31312059.190875597
Mali,MLI,2033,32160615.994948324
Malta,MLT,2024,527591.79
Malta,MLT,2025,522315.87210000004
Malta,MLT,2026,517092.713379
Malta,MLT,2027,511921.78624521004
Malta,MLT,2028,506802.56838275795
Malta,MLT,2029,501734.54269893037
Malta,MLT,2030,496717.19727194106
Malta,MLT,2031,491750.0252992216
Malta,MLT,2032,486832.5250462294
Malta,MLT,2033,481964.19979576714
Marshall Islands,MHL,2024,39113.424
Marshall Islands,MHL,2025,39418.5087072
Marshall Islands,MHL,2026,39718.08937337472
Marshall Islands,MHL,2027,40012.0032347377
Marshall Islands,MHL,2028,40300.08965802781
Marshall Islands,MHL,2029,40582.190285634
Marshall Islands,MHL,2030,40858.14917957631
Marshall Islands,MHL,2031,41127.81296416151
Marshall Islands,MHL,2032,41391.03096713214
Marshall Islands,MHL,2033,41647.65535912836
Mauritania,MRT,2024,5149463.6441
Mauritania,MRT,2025,5276140.44974486
Mauritania,MRT,2026,5402240.206493762
Mauritania,MRT,2027,5527572.179284418
Mauritania,MRT,2028,5651942.553318317
Mauritania,MRT,2029,5775154.900980657
Mauritania,MRT,2030,5897010.66939135
Mauritania,MRT,2031,6017309.687046933
Mauritania,MRT,2032,6135850.6878817575
Mauritania,MRT,2033,6252431.850951511
Mauritius,MUS,2024,1262208.4673
Mauritius,MUS,2025,1250596.1494008398
Mauritius,MUS,2026,1238715.485981532
Mauritius,MUS,2027,1226576.0742189127
Mauritius,MUS,2028,1214187.6558693016
Mauritius,MUS,2029,1201560.1042482608
Mauritius,MUS,2030,1188703.4111328044
Mauritius,MUS,2031,1175627.6736103436
Mauritius,MUS,2032,1162343.0808985468
Mauritius,MUS,2033,1148859.9011601235
Mexico,MEX,2024,129454285.6314
Mexico,MEX,2025,129130649.91732152
Mexico,MEX,2026,128769084.09755301
Mexico,MEX,2027,128369899.9368506
Mexico,MEX,2028,127933442.27706532
Mexico,MEX,2029,127460088.54064018
Mexico,MEX,2030,126950248.18647762
Mexico,MEX,2031,126404362.11927576
Mexico,MEX,2032,125822902.05352709
Mexico,MEX,2033,125206369.8334648
Micronesia (country),FSM,2024,113288.8722
Micronesia (country),FSM,2025,113934.61877154
Micronesia (country),FSM,2026,114538.47225102918
Micronesia (country),FSM,2027,115099.71076505921
Micronesia (country),FSM,2028,115617.65946350197
Micronesia (country),FSM,2029,116091.69186730233
Micronesia (country),FSM,2030,116521.23112721136
Micronesia (country),FSM,2031,116905.75118993116
Micronesia (country),FSM,2032,117244.77786838195
Micronesia (country),FSM,2033,117537.8898130529
Moldova,MDA,2024,3056895.8439
Moldova,MDA,2025,3048030.84595269
Moldova,MDA,2026,3040410.7688378086
Moldova,MDA,2027,3034025.906223249
Moldova,MDA,2028,3028868.0621826695
Moldova,MDA,2029,3024930.533701832
Moldova,MDA,2030,3022208.0962215
Moldova,MDA,2031,3020696.9921733895
Moldova,MDA,2032,3020394.9224741724
Moldova,MDA,2033,3021301.0409509144
Monaco,MCO,2024,38932.8929
Monaco,MCO,2025,38936.78618929
Monaco,MCO,2026,38940.679867908926
Monaco,MCO,2027,38944.573935895714
Monaco,MCO,2028,38948.4683932893
Monaco,MCO,2029,38952.36324012863
Monaco,MCO,2030,38956.25847645264
Monaco,MCO,2031,38960.15410230029
Monaco,MCO,2032,38964.05011771052
Monaco,MCO,2033,38967.94652272229
Mongolia,MNG,2024,3450076.0011000005
Mongolia,MNG,2025,3466291.35830517
Mongolia,MNG,2026,3480503.1528742216
Mongolia,MNG,2027,3492684.9139092816
Mongolia,MNG,2028,3502813.700159618
Mongolia,MNG,2029,3510870.171669985
Mongolia,MNG,2030,3516838.650961824
Mongolia,MNG,2031,3520707.1734778825
Mongolia,MNG,2032,3522467.5270646214
Mongolia,MNG,2033,3522115.280311915
Montenegro,MNE,2024,631095.6886
Montenegro,MNE,2025,628192.64843244
Montenegro,MNE,2026,624800.4081309049
Montenegro,MNE,2027,620926.6456004933
Montenegro,MNE,2028,616580.1590812899
Montenegro,MNE,2029,611770.8338404559
Montenegro,MNE,2030,606509.604669428
Montenegro,MNE,2031,600808.4143855354
Montenegro,MNE,2032,594680.1685588029
Montenegro,MNE,2033,588138.6867046561
Morocco,MAR,2024,37750175.463
Morocco,MAR,2025,37776600.585824095
Morocco,MAR,2026,37791711.22605842
Morocco,MAR,2027,37795490.39718103
Morocco,MAR,2028,37787931.29910159
Morocco,MAR,2029,37769037.333452046
Morocco,MAR,2030,37738822.10358528
Morocco,MAR,2031,37697309.39927134
Morocco,MAR,2032,37644533.16611236
Morocco,MAR,2033,37580537.45972997
Mozambique,MOZ,2024,34502905.0702
Mozambique,MOZ,2025,35365477.696955
Mozambique,MOZ,2026,36221322.25722131
Mozambique,MOZ,2027,37068901.19804029
Mozambique,MOZ,2028,37906658.365116
Mozambique,MOZ,2029,38733023.51747553
Mozambique,MOZ,2030,39546417.01134251
Mozambique,MOZ,2031,40345254.634971626
Mozambique,MOZ,2032,41127952.57489008
Mozambique,MOZ,2033,41892932.49278303
Myanmar,MMR,2024,54139154.3741
Myanmar,MMR,2025,54139154.3741
Myanmar,MMR,2026,54133740.45866259
Myanmar,MMR,2027,54122913.71057086
Myanmar,MMR,2028,54106676.836457685
Myanmar,MMR,2029,54085034.1657231
Myanmar,MMR,2030,54057991.648640245
Myanmar,MMR,2031,54025556.85365106
Myanmar,MMR,2032,53987738.9638535
Myanmar,MMR,2033,53944548.77268241
Namibia,NAM,2024,2994752.6136
Namibia,NAM,2025,3025598.56552008
Namibia,NAM,2026,3055551.991318729
Namibia,NAM,2027,3084579.735236257
Namibia,NAM,2028,3112649.410826907
Namibia,NAM,2029,3139729.460701101
Namibia,NAM,2030,3165789.21522492
Namibia,NAM,2031,3190798.9500251967
Namibia,NAM,2032,3214729.942150386
Namibia,NAM,2033,3237554.5247396533
Nauru,NRU,2024,11989.83
Nauru,NRU,2025,12125.315079000002
Nauru,NRU,2026,12256.268481853202
Nauru,NRU,2027,12382.50804721629
Nauru,NRU,2028,12503.85662607901
Nauru,NRU,2029,12620.142492701547
Nauru,NRU,2030,12731.19974663732
Nauru,NRU,2031,12836.868704534409
Nauru,NRU,2032,12936.996280429777
Nauru,NRU,2033,13031.436353276917
Nepal,NPL,2024,29652995.6048
Nepal,NPL,2025,29605550.81183232
Nepal,NPL,2026,29552260.82037102
Nepal,NPL,2027,29493156.29873028
Nepal,NPL,2028,29428271.354873076
Nepal,NPL,2029,29357643.50362138
Nepal,NPL,2030,29281313.630511966
Nepal,NPL,2031,29199325.95234653
Nepal,NPL,2032,29111727.97448949
Nepal,NPL,2033,29018570.444971126
Netherlands,NLD,2024,17956779.4525
Netherlands,NLD,2025,17807738.18304425
Netherlands,NLD,2026,17645687.76557855
Netherlands,NLD,2027,17470995.456699323
Netherlands,NLD,2028,17284055.80531264
Netherlands,NLD,2029,17085289.163551547
Netherlands,NLD,2030,16875140.10683986
Netherlands,NLD,2031,16654075.77144026
Netherlands,NLD,2032,16422584.118217241
Netherlands,NLD,2033,16181172.131679447
New Zealand,NZL,2024,5150547.9987
New Zealand,NZL,2025,5128400.64230559
New Zealand,NZL,2026,5106348.519543677
New Zealand,NZL,2027,5084391.220909639
New Zealand,NZL,2028,5062528.338659728
New Zealand,NZL,2029,5040759.466803491
New Zealand,NZL,2030,5019084.201096237
New Zealand,NZL,2031,4997502.139031523
New Zealand,NZL,2032,4976012.879833687
New Zealand,NZL,2033,4954616.024450403
Nicaragua,NIC,2024,6830392.568999999
Nicaragua,NIC,2025,6835856.883055199
Nicaragua,NIC,2026,6839958.397185031
Nicaragua,NIC,2027,6842694.380543905
Nicaragua,NIC,2028,6844062.919420014
Nicaragua,NIC,2029,6844062.919420014
Nicaragua,NIC,2030,6842694.10683613
Nicaragua,NIC,2031,6839957.029193396
Nicaragua,NIC,2032,6835853.054975879
Nicaragua,NIC,2033,6830384.372531898
Niger,NER,2024,27174817.8996
Niger,NER,2025,28207460.9797848
Niger,NER,2026,29256778.528232794
Niger,NER,2027,30321725.266660467
Niger,NER,2028,31401178.686153583
Niger,NER,2029,32493939.704431728
Niger,NER,2030,33598733.65438241
Niger,NER,2031,34714211.6117079
Niger,NER,2032,35838952.06792724
Niger,NER,2033,36971462.95327374
Nigeria,NGA,2024,233146993.9669
Nigeria,NGA,2025,238369486.63175854
Nigeria,NGA,2026,243542104.49166772
Nigeria,NGA,2027,248656488.68599278
Nigeria,NGA,2028,253704215.40631843
Nigeria,NGA,2029,258676818.02828228
Nigeria,NGA,2030,263565809.88901687
Nigeria,NGA,2031,268362707.62899697
Nigeria,NGA,2032,273059055.01250446
Nigeria,NGA,2033,277646447.1367146
North Korea,PRK,2024,26328324.303600002
North Korea,PRK,2025,26233542.33610704
North Korea,PRK,2026,26133854.875229836
North Korea,PRK,2027,26029319.455728915
North Korea,PRK,2028,25919996.314014852
North Korea,PRK,2029,25805948.330233186
North Korea,PRK,2030,25687240.967914112
North Korea,PRK,2031,25563942.211268123
North Korea,PRK,2032,25436122.500211783
North Korea,PRK,2033,25303854.663210683
North Macedonia,MKD,2024,1818010.8825
North Macedonia,MKD,2025,1802194.18782225
North Macedonia,MKD,2026,1784352.4653628096
North Macedonia,MKD,2027,1764546.1529972823
North Macedonia,MKD,2028,1742842.2353154158
North Macedonia,MKD,2029,1719313.8651386576
North Macedonia,MKD,2030,1694039.9513211192
North Macedonia,MKD,2031,1667104.7160951134
North Macedonia,MKD,2032,1638597.2254498869
North Macedonia,MKD,2033,1608610.896224154
Norway,NOR,2024,5480489.1389999995
Norway,NOR,2025,5441577.666113099
Norway,NOR,2026,5402398.306917085
Norway,NOR,2027,5362960.79927659
Norway,NOR,2028,5323274.889361944
Norway,NOR,2029,5283350.32769173
Norway,NOR,2030,5243196.865201273
Norway,NOR,2031,5202824.249339223
Norway,NOR,2032,5162242.220194377
Norway,NOR,2033,5121460.506654841
Oman,OMN,2024,5074964.991400001
Oman,OMN,2025,5104907.284849261
Oman,OMN,2026,5139110.163657751
Oman,OMN,2027,5177653.489885184
Oman,OMN,2028,5220628.013851231
Oman,OMN,2029,5268135.728777276
Oman,OMN,2030,5320290.272492171
Oman,OMN,2031,5377217.378407837
Oman,OMN,2032,5439055.3782595275
Oman,OMN,2033,5505955.759412119
Pakistan,PAK,2024,251118023.08679998
Pakistan,PAK,2025,254658787.21232384
Pakistan,PAK,2026,258122146.71841148
Pakistan,PAK,2027,261503546.84042263
Pakistan,PAK,2028,264798491.53061193
Pakistan,PAK,2029,268002553.27813235
Pakistan,PAK,2030,271111382.8961587
Pakistan,PAK,2031,274120719.246306
Pakistan,PAK,2032,277026398.8703168
Pakistan,PAK,2033,279824365.498907
Palau,PLW,2024,17669.8153
Palau,PLW,2025,17629.17472481
Palau,PLW,2026,17585.101787997977
Palau,PLW,2027,17537.62201317038
Palau,PLW,2028,17486.76290933219
Palau,PLW,2029,17432.55394431326
Palau,PLW,2030,17375.026516297025
Palau,PLW,2031,17314.213923489984
Palau,PLW,2032,17250.15133197307
Palau,PLW,2033,17182.875741778375
Palestine,PSE,2024,5470817.3442
Palestine,PSE,2025,5529355.08978294
Palestine,PSE,2026,5584648.640680769
Palestine,PSE,2027,5636585.873039101
Palestine,PSE,2028,5685060.511547238
Palestine,PSE,2029,5729972.489588461
Palestine,PSE,2030,5771228.291513498
Palestine,PSE,2031,5808741.275408335
Palestine,PSE,2032,5842431.974805703
Palestine,PSE,2033,5872228.377877213
Panama,PAN,2024,4458719.0
Panama,PAN,2025,4457827.2562
Panama,PAN,2026,4456044.12529752
Panama,PAN,2027,4453370.498822342
Panama,PAN,2028,4449807.802423283
Panama,PAN,2029,4445357.994620861
